Deficit,SNOMEDCT_CONCEPTID,CTV3,Provenance,Codedescription,TimeConstraintyears,AgeLimit,Otherinstructions,new_descriptions
Diabetes mellitus,290002008,C108400,mar-diabetes,unstable insulin dependent diabetes mellitus,,,,Unstable type I diabetes mellitus
Diabetes mellitus,422183001,C108500,mar-diabetes,insulin dependent diabetes mellitus with ulcer,,,,Skin ulcer associated with diabetes mellitus (disorder)
Diabetes mellitus,190368000,C108512,mar-diabetes,type 1 diabetes mellitus with ulcer,,,,Type I diabetes mellitus with ulcer
Diabetes mellitus,190369008,C1086,efi-diabetes,Type I diabetes mellitus with gangrene,,,,Type 1 diabetes mellitus with gangrene
Diabetes mellitus,420825003,C1086,efi-diabetes,Type I diabetes mellitus with gangrene,,,,Gangrene associated with type I diabetes mellitus (disorder)
Diabetes mellitus,420789003,C1087,efi-diabetes,Type I diabetes mellitus with retinopathy,,,,Diabetic retinopathy associated with type I diabetes mellitus (disorder)
Diabetes mellitus,444073006,C108800,mar-diabetes,insulin dependent diabetes mellitus - poor control,,,,Type I diabetes mellitus uncontrolled (finding)
Diabetes mellitus,190372001,C1089,efi-diabetes,Type I diabetes mellitus maturity onset,,,,Type I diabetes mellitus maturity onset
Diabetes mellitus,230577008,C108B00,mar-diabetes,insulin dependent diabetes mellitus with mononeuropathy,,,,Diabetic mononeuropathy
Diabetes mellitus,420918009,C108B11,mar-diabetes,type i diabetes mellitus with mononeuropathy,,,,Mononeuropathy associated with type I diabetes mellitus (disorder)
Diabetes mellitus,713705003,C108C00,mar-diabetes,insulin dependent diabetes mellitus with polyneuropathy,,,,Polyneuropathy due to type 1 diabetes mellitus
Diabetes mellitus,49455004,C108C00,mar-diabetes,insulin dependent diabetes mellitus with polyneuropathy,,,,Diabetic polyneuropathy
Diabetes mellitus,314771006,C108E00,mar-diabetes,insulin dependent diabetes mellitus with hypoglycaemic coma,,,,Type 1 diabetes mellitus with hypoglycaemic coma
Diabetes mellitus,237632004,C108E11,mar-diabetes,type i diabetes mellitus with hypoglycaemic coma,,,,Hypoglycaemic event in diabetes
Diabetes mellitus,421920002,C108F00,mar-diabetes,insulin dependent diabetes mellitus with diabetic cataract,,,,Diabetic cataract associated with type I diabetes mellitus (disorder)
Diabetes mellitus,3.1211E+13,C108G00,mar-diabetes,insulin dependent diab mell with peripheral angiopathy,,,,Peripheral vascular disease due to type I diabetes
Diabetes mellitus,421365002,C108G00,mar-diabetes,insulin dependent diab mell with peripheral angiopathy,,,,Peripheral circulatory disorder associated with type I diabetes mellitus (disorder)
Diabetes mellitus,314893005,C108H00,mar-diabetes,insulin dependent diabetes mellitus with arthropathy,,,,Type 1 diabetes mellitus with arthropathy
Diabetes mellitus,7.1771E+13,C108J00,mar-diabetes,insulin dependent diab mell with neuropathic arthropathy,,,,Type 1 diabetes mellitus with neuropathic arthropathy
Diabetes mellitus,201724008,C108J11,mar-diabetes,type i diabetes mellitus with neuropathic arthropathy,,,,Diabetic Charcot's arthropathy
Diabetes mellitus,421326000,C109200,mar-diabetes,non-insulin-dependent diabetes mellitus with neuro comps,,,,Neurologic disorder associated with type II diabetes mellitus (disorder)
Diabetes mellitus,190388001,C109312,mar-diabetes,type 2 diabetes mellitus with multiple complications,,,,Type II diabetes mellitus with multiple complications
Diabetes mellitus,190389009,C109400,mar-diabetes,non-insulin dependent diabetes mellitus with ulcer,,,,Type 2 diabetes mellitus with ulcer
Diabetes mellitus,422034002,C109600,mar-diabetes,non-insulin-dependent diabetes mellitus with retinopathy,,,,Diabetic retinopathy associated with type II diabetes mellitus (disorder)
Diabetes mellitus,443694000,C1097,efi-diabetes,Type II diabetes mellitus - poor control,,,,Type II diabetes mellitus uncontrolled (finding)
Diabetes mellitus,420436000,C109A00,mar-diabetes,non-insulin dependent diabetes mellitus with mononeuropathy,,,,Mononeuropathy associated with type II diabetes mellitus (disorder)
Diabetes mellitus,713706002,C109B00,mar-diabetes,non-insulin dependent diabetes mellitus with polyneuropathy,,,,Polyneuropathy due to type 2 diabetes mellitus
Diabetes mellitus,719216001,C109D00,mar-diabetes,non-insulin dependent diabetes mellitus with hypoglyca coma,,,,Hypoglycemic coma co-occurrent and due to diabetes mellitus type II (disorder)
Diabetes mellitus,420756003,C109E00,mar-diabetes,non-insulin depend diabetes mellitus with diabetic cataract,,,,Diabetic cataract associated with type II diabetes mellitus (disorder)
Diabetes mellitus,314902007,C109F00,mar-diabetes,non-insulin-dependent d m with peripheral angiopath,,,,Type II diabetes mellitus with peripheral angiopathy
Diabetes mellitus,314903002,C109G00,mar-diabetes,non-insulin dependent diabetes mellitus with arthropathy,,,,Non-insulin dependent diabetes mellitus with arthropathy
Diabetes mellitus,314904008,C109H00,mar-diabetes,non-insulin dependent d m with neuropathic arthropathy,,,,Type II diabetes mellitus with neuropathic arthropathy
Diabetes mellitus,237599002,C109J00,mar-diabetes,insulin treated type 2 diabetes mellitus,,,,Insulin-treated non-insulin-dependent diabetes mellitus
Diabetes mellitus,395204000,C109K00,mar-diabetes,hyperosmolar non-ketotic state in type 2 diabetes mellitus,,,,Hyperosmolar non-ketotic state in type 2 diabetes mellitus (disorder)
Diabetes mellitus,75524006,C10A.00,mar-diabetes,malnutrition-related diabetes mellitus,,,,Malnutrition related diabetes mellitus
Diabetes mellitus,420996007,C10A000,mar-diabetes,malnutrition-related diabetes mellitus with coma,,,,Coma associated with malnutrition-related diabetes mellitus (disorder)
Diabetes mellitus,190406000,C10A1,efi-diabetes,Malnutrition-related diabetes mellitus with ketoacidosis,,,,Malnutrition-related diabetes mellitus with ketoacidosis
Diabetes mellitus,190410002,C10A500,mar-diabetes,malnutritn-relat diabetes melitus wth periph circul complctn,,,,Malnutrition-related diabetes mellitus with peripheral circulatory complications
Diabetes mellitus,190447002,C10B.00,mar-diabetes,diabetes mellitus induced by steroids,5,,,Steroid-induced diabetes
Diabetes mellitus,190416008,C10B0,efi-diabetes,Steroid-induced diabetes mellitus without complication,5,,,Steroid-induced diabetes mellitus without complication
Diabetes mellitus,609561005,C10C.00,mar-diabetes,diabetes mellitus autosomal dominant,,,,Maturity-onset diabetes of the young (disorder)
Diabetes mellitus,237604008,C10D.00,mar-diabetes,diabetes mellitus autosomal dominant type 2,,,,Diabetes mellitus autosomal dominant type II
Diabetes mellitus,19429009,C10E500,mar-diabetes,type 1 diabetes mellitus with ulcer,,,,Chronic ulcer of skin
Diabetes mellitus,39710007,C10EH00,mar-diabetes,type 1 diabetes mellitus with arthropathy,,,,Arthropathy associated with an endocrine AND/OR metabolic disorder
Diabetes mellitus,420514000,C10EK00,mar-diabetes,type 1 diabetes mellitus with persistent proteinuria,,,,Persistent proteinuria associated with type I diabetes mellitus (disorder)
Diabetes mellitus,401110002,C10EL00,mar-diabetes,type 1 diabetes mellitus with persistent microalbuminuria,,,,Type 1 diabetes mellitus with persistent microalbuminuria (disorder)
Diabetes mellitus,420486006,C10EP00,mar-diabetes,type 1 diabetes mellitus with exudative maculopathy,,,,Exudative maculopathy associated with type I diabetes mellitus (disorder)
Diabetes mellitus,713702000,C10EQ00,mar-diabetes,type 1 diabetes mellitus with gastroparesis,,,,Gastroparesis due to type 1 diabetes mellitus
Diabetes mellitus,421986006,C10FL11,mar-diabetes,type ii diabetes mellitus with persistent proteinuria,,,,Persistent proteinuria associated with type II diabetes mellitus (disorder)
Diabetes mellitus,420715001,C10FM00,mar-diabetes,type 2 diabetes mellitus with persistent microalbuminuria,,,,Persistent microalbuminuria associated with type II diabetes mellitus (disorder)
Diabetes mellitus,421779007,C10FQ00,mar-diabetes,type 2 diabetes mellitus with exudative maculopathy,,,,Exudative maculopathy associated with type II diabetes mellitus (disorder)
Diabetes mellitus,713703005,C10FR00,mar-diabetes,type 2 diabetes mellitus with gastroparesis,,,,Gastroparesis due to type 2 diabetes mellitus (disorder)
Diabetes mellitus,3.35621E+14,C10FS00,mar-diabetes,maternally inherited diabetes mellitus,,,,Maternally inherited diabetes mellitus (disorder)
Diabetes mellitus,51002006,C10G.00,mar-diabetes,secondary pancreatic diabetes mellitus,,,,Diabetes mellitus associated with pancreatic disease
Diabetes mellitus,408540003,C10H.00,mar-diabetes,diabetes mellitus induced by non-steroid drugs,5,,,Diabetes mellitus induced by non-steroid drugs (disorder)
Diabetes mellitus,127012008,C10M.00,mar-diabetes,lipoatrophic diabetes mellitus,,,,Lipoatrophic diabetes
Diabetes mellitus,8801005,C10N.00,mar-diabetes,secondary diabetes mellitus,,,,Secondary diabetes mellitus
Diabetes mellitus,703136005,C10P.00,mar-diabetes,diabetes mellitus in remission,5,,,Diabetes mellitus in remission (disorder)
Diabetes mellitus,703137001,C10P000,mar-diabetes,type i diabetes mellitus in remission,5,,,Type I diabetes mellitus in remission (disorder)
Diabetes mellitus,703138006,C10P100,mar-diabetes,type ii diabetes mellitus in remission,5,,,Type II diabetes mellitus in remission (disorder)
Diabetes mellitus,74627003,C10y.,efi-diabetes,Diabetes mellitus with other specified manifestation,,,,Diabetic complication
Diabetes mellitus,420868002,C10z000,mar-diabetes,"diabetes mellitus, juvenile type, + unspecified complication",,,,Disorder associated with type I diabetes mellitus (disorder)
Diabetes mellitus,422014003,C10z100,mar-diabetes,"diabetes mellitus, adult onset, + unspecified complication",,,,Disorder associated with type II diabetes melliltus (disorder)
Diabetes mellitus,50620007,F1711,efi-diabetes,Diabetic autonomic neuropathy,,,,Diabetic autonomic neuropathy
Diabetes mellitus,193141005,F345000,mar-diabetes,diabetic mononeuritis multiplex,,,,Diabetic mononeuritis multiplex
Diabetes mellitus,230572002,F372.12,mar-diabetes,diabetic neuropathy,,,,Diabetic neuropathy
Diabetes mellitus,193183000,F3720,efi-diabetes,Acute painful diabetic neuropathy,,,,Acute painful diabetic neuropathy
Diabetes mellitus,193184006,F372100,mar-diabetes,chronic painful diabetic neuropathy,,,,Chronic painful diabetic neuropathy
Diabetes mellitus,193185007,F3722,efi-diabetes,Asymptomatic diabetic neuropathy,,,,Asymptomatic diabetic neuropathy
Diabetes mellitus,267604001,F381300,mar-diabetes,myasthenic syndrome due to diabetic amyotrophy,,,,Myasthenic syndrome due to diabetic amyotrophy
Diabetes mellitus,39058009,F381311,mar-diabetes,diabetic amyotrophy,,,,Diabetic amyotrophy
Diabetes mellitus,390834004,F4200,efi-diabetes,Background diabetic retinopathy,,,,Non proliferative diabetic retinopathy (disorder)
Diabetes mellitus,59276001,F420100,mar-diabetes,proliferative diabetic retinopathy,,,,Proliferative diabetic retinopathy
Diabetes mellitus,193349004,F420200,mar-diabetes,preproliferative diabetic retinopathy,,,,Preproliferative diabetic retinopathy
Diabetes mellitus,193350004,F420300,mar-diabetes,advanced diabetic maculopathy,,,,Advanced diabetic maculopathy
Diabetes mellitus,232020009,F420400,mar-diabetes,diabetic maculopathy,,,,Diabetic maculopathy
Diabetes mellitus,311782002,F420500,mar-diabetes,advanced diabetic retinal disease,,,,Advanced diabetic retinal disease
Diabetes mellitus,312907002,F420700,mar-diabetes,high risk proliferative diabetic retinopathy,,,,Proliferative diabetic retinopathy - high risk
Diabetes mellitus,312905005,F420800,mar-diabetes,high risk non proliferative diabetic retinopathy,,,,Severe non proliferative diabetic retinopathy
Diabetes mellitus,193489006,F440700,mar-diabetes,diabetic iritis,,,,Diabetic iritis
Diabetes mellitus,43959009,F464000,mar-diabetes,diabetic cataract,,,,Diabetic cataract
Diabetes mellitus,127014009,G73y000,mar-diabetes,diabetic peripheral angiopathy,,,,Diabetic peripheral angiopathy
Diabetes mellitus,197605007,K01x100,mar-diabetes,nephrotic syndrome in diabetes mellitus,,,,Nephrotic syndrome in diabetes mellitus
Diabetes mellitus,236500003,K08yA00,mar-diabetes,proteinuric diabetic nephropathy,,,,Clinical diabetic nephropathy
Diabetes mellitus,8.67891E+14,K27y700,mar-diabetes,erectile dysfunction due to diabetes mellitus,,,,Erectile dysfunction due to diabetes mellitus (disorder)
Diabetes mellitus,197679002,Kyu0300,mar-diabetes,[x]glomerular disorders in diabetes mellitus,,,,Glomerular disease
Diabetes mellitus,199223000,L180.00,mar-diabetes,diabetes mellitus during pregnancy/childbirth/puerperium,5,,,"Diabetes mellitus during pregnancy, childbirth and the puerperium"
Diabetes mellitus,199225007,L180100,mar-diabetes,diabetes mellitus during pregnancy - baby delivered,5,,,Diabetes mellitus during pregnancy - baby delivered
Diabetes mellitus,199227004,L180300,mar-diabetes,diabetes mellitus during pregnancy - baby not yet delivered,5,,,Diabetes mellitus during pregnancy - baby not yet delivered
Diabetes mellitus,199228009,L180400,mar-diabetes,diabetes mellitus in pueperium - baby previously delivered,5,,,Diabetes mellitus in the pueperium - baby delivered during previous episode of care
Diabetes mellitus,199229001,L180500,mar-diabetes,"pre-existing diabetes mellitus, insulin-dependent",,,,"Pre-existing diabetes mellitus, insulin-dependent"
Diabetes mellitus,3.85051E+14,L180500,mar-diabetes,"pre-existing diabetes mellitus, insulin-dependent",,,,Pre-existing diabetes mellitus
Diabetes mellitus,199230006,L180600,mar-diabetes,"pre-existing diabetes mellitus, non-insulin-dependent",,,,"Pre-existing diabetes mellitus, non-insulin-dependent"
Diabetes mellitus,199231005,L180700,mar-diabetes,pre-existing malnutrition-related diabetes mellitus,,,,Pre-existing malnutrition-related diabetes mellitus
Diabetes mellitus,11687002,L180800,mar-diabetes,diabetes mellitus arising in pregnancy,5,,,Gestational diabetes mellitus
Diabetes mellitus,200687002,M037200,mar-diabetes,cellulitis in diabetic foot,,,,Cellulitis in diabetic foot
Diabetes mellitus,201250006,M2710,efi-diabetes,Ischaemic ulcer diabetic foot,,,,Ischaemic ulcer diabetic foot
Diabetes mellitus,201251005,M271100,mar-diabetes,neuropathic diabetic ulcer - foot,,,,Neuropathic diabetic ulcer - foot
Diabetes mellitus,201252003,M271200,mar-diabetes,mixed diabetic ulcer - foot,,,,Mixed diabetic ulcer - foot
Diabetes mellitus,201723002,N030000,mar-diabetes,diabetic cheiroarthropathy,,,,Diabetic hand syndrome
